Legend,Quartz,Plagioclase,Orthoclase,Muscovite,Biotite,Chlorite,Apatite,Pyroxene/Amphibole,Garnet,Epidote,Tourmaline,Other Silicates,Zircon,Titanite,Rutile,Ilmenite,Chromite,Fe oxides,Other oxides,Sulfides,Sulfates,Olivene,Other REE Minerals,Carbonates,Clay Minerals,Other Minerals,[Unclassified],Biotite-Ti,Clinochlore,Ankerite+clay
Free particles,53.54,28.20,26.92,0.76,25.87,30.96,76.18,57.31,42.91,27.57,38.06,25.89,45.52,43.47,11.97,44.61,46.90,38.73,25.76,76.50,0.00,29.79,31.46,42.54,2.17,48.83,22.38,24.67,0.23,18.66
Total,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
EDF17-1 - Liberation analysis #1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quartz,----,32.91,32.18,24.04,29.01,17.57,24.78,21.87,20.00,19.74,24.95,21.17,24.15,100.00,26.90,23.49,0.00,26.23,14.95,7.74,0.00,32.36,47.01,12.53,27.61,0.00,19.27,23.36,15.34,0.00
Plagioclase,40.22,----,47.57,36.67,15.73,16.50,32.36,4.18,31.45,17.43,16.08,15.22,26.90,0.00,20.55,11.68,0.00,18.25,7.34,5.68,0.00,23.67,19.30,5.46,33.53,68.19,27.49,19.38,18.54,0.00
Orthoclase,30.13,31.91,----,20.93,15.65,5.57,19.03,7.10,10.40,11.14,8.08,9.04,17.11,0.00,14.72,11.10,0.00,15.99,7.42,17.36,0.00,10.56,24.84,14.29,16.69,31.81,14.25,10.29,15.49,0.00
Muscovite,2.24,5.78,2.06,----,1.10,1.57,1.22,0.17,0.82,0.18,0.90,0.62,1.08,0.00,1.23,0.75,0.00,0.73,0.00,0.52,0.00,0.44,0.00,0.00,1.90,0.00,1.91,0.59,3.78,0.00
Biotite,4.05,2.33,2.75,2.51,----,20.06,2.22,0.19,4.18,9.56,1.06,1.93,1.50,0.00,5.91,10.59,0.00,8.49,2.11,0.00,0.00,7.33,0.00,0.00,1.31,0.00,1.68,20.65,1.23,0.00
Chlorite,0.04,0.02,0.02,0.04,0.60,----,0.00,0.00,1.15,0.00,0.05,0.16,0.00,0.00,0.07,0.07,0.00,0.14,0.00,0.00,0.00,0.37,0.00,0.00,0.01,0.00,0.04,0.58,4.47,0.00
Apatite,0.35,0.40,0.23,0.18,0.26,0.00,----,0.21,0.04,19.65,0.07,0.61,3.34,0.00,0.46,0.06,0.00,0.03,0.00,0.00,0.00,0.00,0.52,14.94,0.15,0.00,0.18,0.16,0.00,0.00
Pyroxene/Amphibole,0.37,0.07,0.08,0.09,0.10,0.00,0.38,----,0.03,0.00,0.01,0.00,0.00,0.00,0.01,0.27,0.00,0.82,12.27,0.00,0.00,0.51,0.00,0.00,0.05,0.00,5.60,0.11,0.00,0.00
Garnet,0.20,0.34,0.14,0.11,0.32,2.84,0.04,0.01,----,2.28,1.79,0.43,0.20,0.00,0.24,0.50,0.00,1.08,0.00,0.00,0.00,1.62,0.00,0.00,0.11,0.00,0.25,1.17,2.35,0.00
Epidote,0.01,0.01,0.00,0.00,0.05,0.00,1.71,0.00,0.03,----,0.00,0.01,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00
Tourmaline,0.45,0.22,0.15,0.11,0.08,0.06,0.10,0.00,1.59,0.00,----,2.76,0.00,0.00,0.26,0.42,0.00,0.70,0.00,0.00,0.00,0.83,0.00,0.00,0.81,0.00,0.41,0.26,0.17,0.00
Other Silicates,0.36,0.22,0.18,0.13,0.29,0.78,0.73,0.00,0.56,0.43,3.16,----,0.21,0.00,0.35,0.35,0.00,0.34,0.55,0.00,0.00,0.46,0.00,0.00,0.94,0.00,0.56,0.35,0.21,0.00
Zircon,0.12,0.11,0.07,0.14,0.01,0.00,0.42,0.00,0.06,0.91,0.00,0.01,----,0.00,0.12,0.17,0.00,0.27,0.00,19.07,0.00,0.03,0.00,0.00,0.04,0.00,0.10,0.01,0.00,0.00
Titanite,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rutile,1.00,0.87,0.67,0.78,2.08,1.09,0.55,0.01,0.82,0.00,0.67,0.70,1.07,0.00,----,20.72,0.00,0.63,3.32,0.00,0.00,0.12,0.00,0.00,0.70,0.00,0.67,1.43,0.00,0.00
Ilmenite,0.13,0.06,0.06,0.02,0.53,0.13,0.01,0.24,0.31,0.00,0.18,0.13,1.11,0.00,4.32,----,0.00,0.36,0.30,0.00,0.00,0.07,0.00,0.00,0.06,0.00,0.08,0.30,0.00,0.00
Chromite,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Fe oxides,0.17,0.09,0.13,0.06,0.53,0.66,0.07,0.05,0.70,0.00,0.34,0.11,0.41,0.00,0.12,0.37,0.00,----,0.00,0.00,0.00,1.84,0.00,0.00,0.03,0.00,0.27,0.71,0.00,0.00
Other oxides,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.01,0.00,0.00,0.03,0.03,0.00,0.00,----,0.00,0.00,0.00,2.88,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Sulfides,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.38,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sulfates,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Olivene,0.12,0.08,0.05,0.01,0.15,0.42,0.00,0.04,0.46,0.00,0.21,0.05,0.07,0.00,0.01,0.03,0.00,0.84,0.00,0.00,0.00,----,0.00,0.00,0.02,0.00,0.07,0.36,0.00,0.00
Other REE Minerals,0.03,0.03,0.01,0.00,0.00,0.00,0.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.81,0.00,0.00,0.00,----,0.00,0.00,0.00,0.01,0.00,0.00,0.00
Carbonates,0.00,0.00,0.01,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.03,0.00,0.00,0.00
Clay Minerals,12.18,12.32,7.56,7.99,16.97,8.46,5.94,0.95,5.09,10.06,15.31,18.37,6.89,0.00,10.23,6.40,0.00,3.15,2.86,0.00,0.00,2.54,0.00,0.00,----,0.00,8.90,9.60,9.60,0.00
Other Minerals,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00
Biotite-Ti,1.84,1.59,1.05,0.62,12.72,10.76,1.49,0.20,7.08,5.48,1.63,1.53,0.77,0.00,2.26,3.57,0.00,9.19,0.00,0.00,0.00,8.08,0.00,0.00,0.59,0.00,1.24,----,24.43,0.00
Clinochlore,0.01,0.02,0.01,0.12,0.01,2.40,0.00,0.00,0.20,0.00,0.05,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.62,----,0.00
Ankerite+clay,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----
[Unclassified],4.14,6.13,3.76,4.40,2.50,3.78,5.39,47.83,4.48,1.76,6.14,6.48,13.19,0.00,3.33,2.58,0.00,7.97,27.10,12.38,0.00,4.41,5.44,29.72,5.25,0.00,----,3.00,3.51,0.00
Free particles,1.87,4.50,1.24,1.02,1.30,7.36,2.52,16.66,10.55,1.37,19.33,20.63,0.51,0.00,8.88,6.84,0.00,4.79,19.97,37.25,0.00,4.76,0.00,23.06,10.20,0.00,16.87,7.07,0.87,0.00
Total,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00
EDF-17-1 - Liberation analysis #1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quartz,----,15.87,16.88,41.76,14.59,3.65,1.54,19.97,8.11,2.48,51.66,11.73,6.77,0.00,20.92,5.24,0.00,0.68,0.00,0.00,0.00,20.45,2.43,0.00,25.84,0.00,9.21,11.52,0.00,0.00
Plagioclase,12.64,----,48.26,16.75,5.62,0.13,2.71,0.00,1.43,13.94,4.62,3.53,1.86,0.00,5.32,0.87,0.00,0.29,0.00,0.00,0.00,7.61,0.88,0.00,18.22,0.00,5.00,1.38,0.00,0.00
Orthoclase,8.44,26.17,----,11.46,6.74,0.00,0.28,1.22,0.15,28.25,0.00,5.69,2.84,0.00,5.40,0.88,0.00,0.16,0.00,0.00,0.00,22.13,0.31,4.21,4.78,0.00,3.15,12.49,0.00,0.00
Muscovite,2.19,12.78,0.75,----,2.17,0.42,0.06,0.00,1.19,0.00,0.09,0.77,0.36,0.00,3.65,2.44,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,4.75,0.00,1.27,2.02,0.00,0.00
Biotite,1.35,0.46,1.11,2.17,----,1.12,0.11,2.25,2.45,0.00,0.00,1.98,1.55,0.00,1.62,1.28,0.00,0.06,0.53,0.00,0.00,9.72,0.96,0.00,1.94,0.00,0.81,13.65,0.00,0.00
Chlorite,0.01,0.01,0.00,0.15,0.28,----,0.00,3.01,2.12,0.22,0.00,0.00,0.40,0.00,0.10,0.00,0.00,2.61,0.00,0.00,0.00,0.00,0.01,0.00,0.18,0.00,0.71,1.72,0.00,0.00
Apatite,1.33,1.94,1.33,0.10,15.75,0.01,----,1.50,3.05,12.79,0.00,27.21,6.44,12.35,2.12,0.00,0.00,0.58,0.00,0.00,0.00,0.00,4.11,17.10,3.94,0.00,5.89,0.27,0.00,50.00
Pyroxene/Amphibole,0.23,0.00,0.01,0.00,0.07,0.01,0.00,----,0.11,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.89,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00
Garnet,0.25,0.25,0.02,0.17,9.52,13.81,1.40,18.32,----,2.23,0.19,0.39,1.24,0.00,0.16,1.24,0.00,0.39,1.00,0.00,0.00,6.94,0.00,0.00,2.26,0.00,6.07,15.47,0.00,0.00
Epidote,0.11,0.08,0.01,0.00,0.00,0.01,1.55,1.50,0.51,----,0.00,1.23,0.03,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.06,0.03,0.00,0.00
Tourmaline,0.29,0.01,0.00,0.07,0.00,0.00,0.00,0.00,0.05,0.00,----,3.09,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.59,0.00,0.00,0.00
Other Silicates,0.16,0.55,0.36,0.32,2.55,0.00,0.54,0.00,0.03,1.39,0.32,----,0.31,0.00,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.22,0.00,0.07,0.06,0.00,0.00
Zircon,1.72,1.18,0.33,0.21,1.89,7.76,1.95,0.00,2.85,6.97,0.13,7.50,----,0.00,2.95,3.53,0.00,0.42,1.33,0.00,0.00,0.00,1.03,3.42,0.64,2.38,26.80,0.82,100.00,0.00
Titanite,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rutile,1.69,1.88,0.84,5.04,1.93,3.13,0.33,0.00,0.10,3.02,0.00,6.27,0.86,32.10,----,62.15,0.00,0.08,4.69,0.00,0.00,0.00,0.32,4.49,6.33,0.00,2.45,2.39,0.00,0.00
Ilmenite,0.01,0.07,0.08,0.51,0.20,0.00,0.00,0.00,0.44,0.00,0.00,0.00,0.43,0.00,7.99,----,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.02,0.07,0.00,0.00
Chromite,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Fe oxides,0.02,0.01,0.01,0.00,0.05,2.33,0.10,5.64,0.20,0.00,0.00,0.00,0.03,0.00,0.40,0.00,0.00,----,11.10,14.12,0.00,5.36,0.00,0.00,0.00,0.00,0.95,0.07,0.00,0.00
Other oxides,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.18,0.00,1.21,0.00,0.00,22.58,----,0.00,0.00,0.00,3.14,0.00,0.00,0.00,1.52,0.00,0.00,0.00
Sulfides,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,----,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00
Sulfates,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Olivene,0.11,0.01,0.03,0.00,0.07,0.00,0.00,2.82,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00,0.02,0.20,0.00,0.00
Other REE Minerals,0.15,0.05,0.01,0.04,0.78,0.28,0.54,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.38,0.00,0.00,0.00,3.15,0.00,0.00,0.00,----,1.40,0.11,0.00,3.37,0.00,0.00,0.00
Carbonates,0.00,0.00,0.01,0.00,0.00,0.00,0.55,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,----,0.00,0.00,0.00,0.00,0.00,0.00
Clay Minerals,10.43,7.09,3.68,2.26,7.68,3.43,1.46,0.00,2.70,0.44,9.60,13.16,0.87,0.00,10.89,2.65,0.00,0.39,0.00,0.00,0.00,5.56,4.66,0.00,----,0.00,2.66,6.32,0.00,0.00
Other Minerals,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00
Biotite-Ti,1.21,0.83,0.11,0.69,14.95,6.02,0.20,0.00,8.90,0.43,0.00,1.30,0.49,0.00,2.55,0.59,0.00,0.16,0.00,0.00,0.00,8.33,0.00,0.00,0.74,0.00,0.70,----,0.00,0.00
Clinochlore,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00
Ankerite+clay,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----
[Unclassified],5.26,7.21,2.87,3.09,6.94,4.29,5.38,11.22,9.41,11.62,0.68,1.69,23.76,0.00,4.40,0.40,0.00,36.94,44.25,82.23,0.00,9.72,47.81,0.00,4.57,0.00,----,5.57,0.00,0.00
Free particles,52.40,23.56,23.32,15.22,7.97,53.60,81.23,32.54,56.07,15.99,32.71,14.48,51.23,55.56,28.73,18.73,100.00,17.49,33.95,3.65,100.00,0.00,34.13,69.38,22.72,97.62,28.30,25.95,0.00,50.00
Total,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
MN16-03 - Liberation analysis #1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quartz,----,31.89,34.39,19.42,30.73,23.58,29.88,27.18,7.82,10.93,29.70,12.12,21.63,38.64,26.68,23.87,0.00,30.52,12.78,55.14,0.00,28.54,31.95,15.57,25.10,0.00,19.45,20.78,22.45,13.44
Plagioclase,37.34,----,43.79,44.00,25.66,18.90,34.61,6.78,52.42,32.79,18.88,29.28,31.25,0.00,24.43,11.67,0.00,11.12,2.28,30.14,37.50,24.24,25.32,11.11,26.92,0.00,28.32,24.03,25.21,29.57
Orthoclase,27.49,28.66,----,17.53,13.54,10.64,17.21,4.44,4.70,10.37,9.09,13.45,23.26,0.00,18.60,20.71,0.00,12.78,3.55,9.57,50.00,9.94,13.28,2.20,14.23,0.00,15.97,11.65,6.81,7.94
Muscovite,1.57,4.60,1.20,----,1.97,0.26,0.46,0.07,1.92,2.98,0.42,0.68,0.20,0.00,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.69,0.00,0.00,3.29,0.00,1.36,0.59,0.19,0.41
Biotite,2.08,1.61,1.10,3.02,----,13.20,0.74,0.49,0.48,1.71,0.45,0.96,1.09,0.00,1.38,7.75,0.00,4.64,0.00,0.00,0.00,2.39,5.33,0.00,0.72,0.00,0.95,10.57,1.69,0.66
Chlorite,0.09,0.07,0.04,0.02,1.33,----,0.04,0.09,0.15,0.00,0.53,0.03,0.00,0.00,0.01,0.00,0.00,0.55,0.00,0.00,0.00,0.47,0.00,0.00,0.03,0.00,0.10,2.40,2.15,0.00
Apatite,11.06,10.85,7.41,2.31,3.27,4.08,----,4.42,20.41,22.88,2.41,22.64,1.40,50.25,4.52,3.07,0.00,0.88,33.34,0.00,0.00,2.17,4.14,59.65,3.09,0.00,9.38,4.91,8.79,32.25
Pyroxene/Amphibole,0.76,0.16,0.12,0.05,0.36,0.61,0.77,----,0.09,0.35,0.13,0.20,0.00,0.00,0.07,0.00,0.00,0.74,0.00,0.00,0.00,4.58,0.00,2.14,0.05,0.00,2.77,0.72,0.00,0.00
Garnet,0.12,0.93,0.09,0.22,0.16,0.70,0.79,0.03,----,0.66,0.40,0.67,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.00,0.00,0.20,0.00,0.21,0.61,0.25,0.40
Epidote,0.06,0.17,0.08,0.13,0.12,0.00,0.36,0.06,0.22,----,0.00,0.85,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.06,0.00,0.12,0.26,0.00,1.37
Tourmaline,0.43,0.23,0.12,0.10,0.13,0.84,0.10,0.27,0.48,0.00,----,0.58,0.47,0.00,0.36,0.00,0.00,0.12,0.00,0.00,0.00,0.22,0.00,0.00,1.21,0.00,0.22,0.30,0.06,0.14
Other Silicates,0.48,0.96,0.61,0.31,0.69,0.54,2.30,0.18,1.46,3.32,1.37,----,1.04,0.00,1.21,0.00,0.00,0.00,0.00,0.00,0.00,0.57,0.00,0.52,0.71,0.00,0.85,0.95,0.00,0.44
Zircon,0.09,0.04,0.05,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.04,0.02,----,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00
Titanite,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rutile,0.66,0.51,0.47,0.44,0.81,0.03,0.40,0.03,0.05,0.03,0.15,0.33,0.09,0.00,----,16.52,0.00,0.00,14.84,0.00,0.00,0.12,0.00,0.00,0.55,0.00,0.42,0.39,0.21,0.00
Ilmenite,0.04,0.01,0.02,0.00,0.09,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.58,----,0.00,0.00,2.39,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.05,0.05,0.00,0.00
Chromite,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Fe oxides,0.02,0.02,0.02,0.00,0.16,0.22,0.01,0.02,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,2.31,0.00,0.00,0.00,0.00,0.21,0.47,0.00,0.00
Other oxides,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.23,0.00,0.00,----,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00
Sulfides,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sulfates,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Olivene,0.07,0.06,0.04,0.02,0.12,0.75,0.02,0.29,0.33,0.06,0.06,0.02,0.00,0.00,0.04,0.00,0.00,6.22,0.00,0.00,0.00,----,0.00,0.00,0.04,0.00,0.12,0.71,0.00,0.76
Other REE Minerals,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.01,0.00,0.00,0.00
Carbonates,0.00,0.01,0.00,0.00,0.00,0.00,0.13,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00,0.00,0.00
Clay Minerals,5.58,5.71,3.19,6.73,9.46,7.24,2.38,0.76,2.38,4.82,12.74,3.93,1.39,0.00,6.40,1.70,0.00,1.20,0.00,0.00,0.00,2.48,0.00,0.00,----,0.00,3.97,5.14,13.65,2.83
Other Minerals,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00
Biotite-Ti,0.48,0.60,0.34,0.26,4.02,9.24,0.37,0.36,0.95,0.83,1.06,0.68,0.00,0.00,0.35,0.46,0.00,7.75,0.00,0.00,0.00,6.23,0.00,0.00,0.20,0.00,0.58,----,5.86,3.04
Clinochlore,0.02,0.03,0.00,0.01,0.01,1.20,0.01,0.00,0.03,0.00,0.03,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.05,0.24,----,0.00
Ankerite+clay,0.02,0.04,0.02,0.00,0.03,0.00,0.10,0.00,0.06,0.21,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.02,0.16,0.00,----
[Unclassified],4.20,6.14,4.49,3.66,2.63,3.84,5.78,32.45,2.38,3.75,3.22,4.76,16.62,0.00,4.04,2.96,0.00,14.85,4.19,2.21,12.50,6.74,13.76,4.93,4.09,0.00,----,4.01,6.95,2.61
