Legend,Quartz,Plagioclase,Orthoclase,Muscovite,Biotite,Chlorite,Apatite,Pyroxene/Amphibole,Garnet,Epidote,Tourmaline,Other Silicates,Zircon,Titanite,Rutile,Ilmenite,Chromite,Fe oxides,Other oxides,Sulfides,Sulfates,Olivene,Other REE Minerals,Carbonates,Clay Minerals,Other Minerals,[Unclassified],Biotite-Ti,Clinochlore,Ankerite+clay
Total,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
MN-16-07 - Liberation analysis #1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quartz,----,11.61,10.25,7.20,6.71,11.00,1.71,16.16,23.42,19.52,1.21,38.46,4.56,4.98,7.63,5.62,11.28,11.17,0.38,0.00,0.00,17.43,21.56,4.57,9.29,0.00,9.14,14.36,2.48,5.91
Plagioclase,18.76,----,40.53,44.18,6.49,5.38,1.14,4.02,5.17,22.75,3.75,1.72,3.65,4.76,2.94,2.71,0.00,2.89,0.85,0.00,0.00,2.88,4.00,0.50,23.92,0.00,6.96,6.80,10.58,2.50
Orthoclase,8.31,9.76,----,7.37,2.76,0.21,0.99,0.57,1.82,1.73,1.89,0.00,1.33,0.68,5.59,1.00,0.00,1.87,0.00,0.00,0.00,2.62,0.00,0.00,3.03,0.00,0.72,1.81,0.02,1.12
Muscovite,1.40,9.26,2.20,----,1.19,0.57,0.09,0.21,0.20,1.26,2.51,0.00,0.00,0.06,0.46,0.36,0.00,0.53,0.00,0.00,0.00,0.27,0.21,0.00,3.66,0.00,0.71,3.15,1.50,0.02
Biotite,1.45,0.52,0.75,0.97,----,0.39,0.29,0.68,1.15,1.56,7.06,0.20,4.86,0.52,0.31,1.47,0.00,1.88,0.16,1.67,0.00,1.00,1.62,0.00,1.14,0.00,0.58,3.82,0.78,0.15
Chlorite,0.19,0.40,0.09,0.22,0.78,----,0.11,0.76,0.70,0.27,0.03,0.00,0.12,0.21,0.92,1.13,0.00,1.73,0.00,0.00,0.00,0.54,0.00,2.85,1.81,0.00,0.30,3.17,1.81,0.00
Apatite,0.51,0.28,1.45,0.12,0.46,0.46,----,0.08,0.97,0.97,0.05,0.06,2.00,3.53,0.68,4.48,0.00,3.77,0.00,0.00,0.00,1.17,1.27,0.10,0.25,0.00,0.45,0.21,1.14,0.13
Pyroxene/Amphibole,1.22,0.25,0.07,0.09,0.46,0.95,0.03,----,0.54,0.65,0.00,0.21,0.00,0.72,1.23,0.81,0.00,0.43,0.42,0.56,0.00,4.07,0.33,5.54,1.71,0.00,0.75,0.64,1.24,0.21
Garnet,2.62,3.12,0.35,1.22,1.76,17.30,0.56,3.74,----,1.57,3.69,0.18,0.04,0.18,0.25,0.37,0.00,1.15,4.20,70.67,0.00,6.21,0.01,0.78,1.99,0.00,8.49,12.35,1.47,1.13
Epidote,23.35,40.95,9.80,23.64,25.85,5.59,17.53,16.37,7.31,----,3.05,0.15,3.61,7.91,2.64,2.10,0.00,1.80,3.35,2.97,0.00,5.34,11.84,24.83,18.11,0.00,25.36,18.67,36.33,16.08
Tourmaline,0.08,0.80,0.07,0.32,0.77,0.06,0.03,0.00,0.66,0.45,----,5.92,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.15,0.00,0.49,0.00,0.20,0.32,14.70,0.00
Other Silicates,0.20,0.03,0.00,0.00,0.13,0.00,0.03,0.11,0.69,0.00,0.10,----,0.01,0.01,0.11,0.05,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.00,0.79,0.00,0.00,0.00
Zircon,0.11,0.13,0.34,0.00,1.58,0.06,0.51,0.00,0.66,0.39,0.00,0.05,----,0.19,0.40,0.26,0.00,0.74,0.00,0.00,0.00,0.00,0.07,0.48,0.15,0.00,3.28,0.06,0.00,0.00
Titanite,1.38,1.30,0.49,0.45,7.75,1.38,9.52,12.17,0.14,9.07,0.02,0.05,2.40,----,19.22,15.32,0.00,3.37,30.02,0.00,0.00,0.00,1.88,5.91,3.50,0.00,4.94,3.49,2.55,2.95
Rutile,1.53,0.80,2.16,0.94,3.03,1.91,2.55,10.14,0.22,1.87,0.00,0.58,0.28,24.34,----,23.78,0.00,4.40,4.32,0.00,0.00,2.13,0.20,7.31,3.87,0.00,1.61,1.19,0.60,0.62
Ilmenite,3.33,2.40,7.77,2.22,13.24,16.85,19.20,12.21,3.43,0.90,0.00,1.13,1.88,6.73,45.40,----,0.00,20.58,40.09,11.06,100.00,2.83,1.04,8.92,10.31,0.00,5.78,9.82,3.21,2.80
Chromite,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Fe oxides,5.94,0.83,2.86,2.35,11.53,8.98,5.81,8.00,4.71,0.74,0.18,2.14,0.98,1.50,4.66,9.17,88.72,----,4.16,0.00,0.00,43.98,2.42,0.00,7.81,0.00,15.44,6.35,2.30,0.12
Other oxides,0.00,0.09,0.00,0.00,0.02,0.00,0.00,0.08,0.75,0.06,0.00,0.00,0.00,4.91,0.17,2.35,0.00,0.17,----,0.00,0.00,0.00,0.78,0.00,0.00,0.00,0.06,0.01,0.00,0.00
Sulfides,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.01,0.62,0.02,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.00,0.00
Sulfates,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Olivene,0.31,0.03,0.15,0.06,0.34,0.12,0.15,1.37,1.15,0.05,0.00,0.00,0.00,0.00,0.08,0.08,0.00,1.45,0.00,0.00,0.00,----,0.00,0.00,0.39,0.00,0.61,0.20,0.11,0.00
Other REE Minerals,0.22,0.03,0.00,0.16,0.22,0.00,0.21,0.14,0.71,0.68,0.06,0.03,0.90,1.37,0.54,0.05,0.00,0.20,0.80,0.00,0.00,0.00,----,2.31,0.14,0.00,1.26,0.18,0.00,0.00
Carbonates,0.02,0.01,0.00,0.00,0.00,0.06,0.00,0.45,0.15,0.12,0.00,0.00,0.23,0.51,0.02,0.04,0.00,0.00,0.00,0.00,0.00,0.00,2.20,----,0.00,0.00,0.09,0.26,0.00,0.00
Clay Minerals,2.18,3.74,2.29,1.57,4.98,2.54,0.39,3.99,1.20,2.80,15.35,1.33,2.49,1.95,2.59,2.48,0.00,1.34,0.09,0.00,0.00,0.33,3.33,0.00,----,0.00,1.27,2.92,10.80,22.94
Other Minerals,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00
Biotite-Ti,0.81,1.38,0.66,1.86,4.21,5.98,0.25,2.19,8.34,2.75,2.36,0.00,0.74,0.86,0.49,3.20,0.00,2.76,0.06,1.77,0.00,1.86,2.32,18.06,1.91,0.00,1.37,----,5.09,1.60
Clinochlore,0.07,0.46,0.00,0.63,0.46,0.99,0.19,0.78,0.12,0.83,14.75,0.00,0.00,0.04,0.11,0.11,0.00,0.29,0.00,0.00,0.00,0.36,0.00,0.00,1.06,0.00,0.23,1.13,----,0.50
Ankerite+clay,0.03,0.04,0.05,0.01,0.12,0.00,0.07,0.32,0.57,0.70,0.00,0.00,0.00,0.31,0.04,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.64,0.00,0.31,0.33,0.52,----
[Unclassified],3.84,5.22,1.52,1.62,2.06,17.95,2.34,4.20,27.51,9.04,20.54,47.52,49.22,7.50,1.16,3.41,0.00,18.21,1.00,4.24,0.00,6.99,21.10,12.59,2.38,0.00,----,5.04,1.49,17.05
Free particles,22.16,6.57,16.13,2.77,2.99,1.28,36.29,1.27,7.09,19.21,23.38,0.26,20.69,26.22,2.38,19.34,0.00,18.89,10.11,7.07,0.00,0.00,23.64,5.23,1.90,100.00,9.27,3.68,1.29,24.15
Total,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
MN-16-08 - Liberation analysis #1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quartz,----,8.11,4.45,2.74,7.47,9.29,1.51,28.27,3.98,9.74,5.11,1.54,3.73,2.01,2.36,5.19,0.00,7.04,13.55,0.00,0.00,21.94,0.00,1.19,6.45,0.00,11.50,6.61,7.85,2.64
Plagioclase,17.48,----,60.33,61.86,11.45,16.92,2.47,7.07,14.31,33.48,36.19,7.37,5.79,3.76,4.74,4.77,0.00,3.89,1.72,0.00,36.16,4.46,2.61,3.84,17.11,0.00,5.85,19.17,24.63,4.67
Orthoclase,1.14,11.85,----,5.10,2.67,0.81,0.09,0.28,0.32,0.61,0.00,0.00,2.89,0.12,0.23,0.29,0.00,0.54,0.00,0.00,0.00,0.34,2.06,0.45,1.21,0.00,0.86,1.50,0.63,0.23
Muscovite,0.33,7.04,0.94,----,0.46,0.14,0.06,0.03,0.45,1.20,0.71,0.00,0.00,0.22,0.17,0.08,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.78,0.00,0.22,0.44,0.00,0.00
Biotite,2.35,2.91,3.87,1.30,----,2.28,1.09,2.92,5.49,1.26,0.71,0.23,1.66,1.52,0.73,3.49,0.00,2.75,0.77,0.00,2.70,0.46,0.41,0.27,1.56,0.00,1.56,4.95,2.71,2.48
Chlorite,5.09,6.33,2.21,1.16,4.79,----,1.24,4.27,10.86,3.27,0.37,6.10,1.41,2.94,1.70,5.66,0.00,11.52,0.56,0.00,0.98,4.94,3.31,1.62,6.70,0.00,3.03,5.16,3.97,4.17
Apatite,1.31,1.09,0.16,0.48,1.25,0.83,----,0.94,1.10,1.47,0.29,23.19,3.11,0.58,0.51,2.37,0.00,1.72,0.44,0.00,0.00,0.06,2.98,15.38,1.37,0.00,2.43,1.80,2.09,0.30
Pyroxene/Amphibole,22.14,3.72,1.04,0.69,7.70,5.89,2.20,----,4.13,4.40,2.50,5.42,0.47,3.64,2.41,4.27,0.00,3.42,0.37,0.00,0.59,19.88,10.64,5.59,12.19,0.00,14.93,11.26,16.10,6.93
Garnet,1.07,2.96,0.40,0.77,1.23,3.71,0.79,1.12,----,3.51,8.89,0.24,0.01,0.91,0.42,0.74,0.00,1.78,0.11,0.00,1.44,0.09,1.77,0.60,1.91,0.00,0.57,1.71,2.22,1.69
Epidote,6.67,14.76,2.13,13.14,2.64,4.46,2.00,2.87,5.51,----,12.80,14.73,0.60,3.28,1.71,1.03,0.00,1.02,0.13,0.00,18.19,1.09,0.83,0.00,5.17,0.00,3.60,4.88,14.70,2.04
Tourmaline,0.03,0.57,0.00,0.05,0.04,0.01,0.00,0.01,0.36,0.28,----,0.00,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.37,0.00,0.00
Other Silicates,0.01,0.16,0.00,0.00,0.01,0.06,0.58,0.11,0.03,0.18,0.00,----,0.00,0.12,0.11,0.07,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.06,0.08,0.00,0.03
Zircon,0.13,0.07,0.11,0.00,0.06,0.11,0.65,0.19,0.01,0.27,0.00,0.00,----,0.03,0.00,0.22,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.93,0.16,0.00,0.00
Titanite,1.59,1.83,0.37,1.31,4.01,2.70,0.42,1.34,1.95,3.78,0.15,5.37,0.53,----,25.66,18.39,0.00,2.06,2.94,0.00,1.27,0.19,9.40,13.23,3.01,0.00,3.58,2.84,1.12,13.84
Rutile,0.71,0.74,0.74,0.27,1.18,0.98,0.49,0.66,0.71,0.99,1.40,5.22,0.00,8.67,----,9.58,0.00,1.30,1.31,0.00,0.77,0.06,4.34,8.88,1.39,0.00,1.09,1.13,2.07,5.57
Ilmenite,8.89,7.80,2.83,1.92,22.67,16.86,9.39,7.52,11.64,1.74,0.00,13.06,10.31,56.41,40.56,----,0.00,13.40,41.49,0.00,10.18,1.83,38.92,8.62,18.21,71.22,14.54,17.25,2.51,43.15
Chromite,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Fe oxides,5.25,1.52,0.84,0.22,4.31,9.64,1.90,2.87,3.48,0.66,0.00,2.63,0.23,1.26,2.07,3.52,0.00,----,5.48,0.00,0.20,26.41,2.64,6.45,6.32,0.00,12.69,3.99,1.90,1.87
Other oxides,0.11,0.01,0.00,0.00,0.19,0.03,0.35,0.01,0.01,0.00,0.00,0.00,0.26,0.14,0.59,2.92,0.00,0.30,----,0.00,0.00,0.06,0.00,3.96,0.01,0.00,0.66,0.03,0.00,0.26
Sulfides,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sulfates,0.00,0.18,0.00,0.00,0.05,0.05,0.00,0.00,0.02,0.10,0.00,0.00,0.00,0.01,0.02,0.06,0.00,0.01,0.00,0.00,----,0.00,0.00,0.00,0.01,0.00,0.53,0.02,0.00,0.00
Olivene,1.95,0.14,0.06,0.00,0.15,0.48,0.00,1.09,0.04,0.36,0.00,0.00,0.00,0.02,0.01,0.14,0.00,1.02,0.22,0.00,0.00,----,0.00,0.00,0.57,0.00,1.91,0.32,0.07,0.05
Other REE Minerals,0.00,0.00,0.13,0.00,0.02,0.03,0.90,0.07,0.03,0.08,0.00,0.00,0.00,0.05,0.06,0.10,0.00,0.03,0.00,0.00,0.00,0.00,----,0.00,0.01,0.00,0.00,0.05,0.00,0.00
Carbonates,0.01,0.02,0.01,0.00,0.01,0.02,0.74,0.08,0.02,0.00,0.00,0.00,0.00,0.14,0.15,0.03,0.00,0.10,0.75,0.00,0.00,0.00,0.00,----,0.02,0.00,0.20,0.05,0.00,0.05
Clay Minerals,5.76,7.44,4.48,2.56,4.60,4.98,4.20,5.29,3.06,4.59,1.65,6.38,2.12,3.06,4.76,3.76,0.00,2.90,0.48,100.00,1.71,1.64,6.70,0.20,----,0.00,2.69,5.68,6.30,2.94
Other Minerals,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00
Biotite-Ti,5.93,10.47,5.37,2.99,15.26,9.18,5.83,12.79,9.94,5.97,27.48,4.96,2.06,4.04,2.85,6.26,0.00,6.48,1.01,0.00,2.00,2.68,11.73,7.56,7.96,0.00,4.00,----,3.74,3.52
Clinochlore,0.52,1.38,0.19,0.00,0.26,0.27,0.17,0.95,0.35,1.58,0.00,0.00,0.00,0.10,0.27,0.07,0.00,0.31,0.00,0.00,0.00,0.06,0.00,0.00,0.47,0.00,0.22,0.29,----,0.07
Ankerite+clay,0.22,0.15,0.13,0.00,0.54,0.36,0.00,0.23,0.62,0.08,0.00,0.46,0.00,1.92,1.08,1.57,0.00,0.27,0.22,0.00,0.00,0.04,0.00,1.40,0.71,0.00,0.48,0.58,0.14,----
[Unclassified],5.35,2.13,2.10,1.41,2.53,2.02,7.61,8.42,4.08,4.25,0.65,2.51,18.09,1.92,1.31,4.25,0.00,15.43,14.61,0.00,16.45,13.51,0.00,6.15,1.79,0.00,----,2.24,1.55,2.79
Free particles,5.97,6.64,7.12,2.05,4.45,7.90,55.32,10.60,17.50,16.17,1.10,0.60,46.74,3.15,5.07,21.14,0.00,22.62,13.76,0.00,7.35,0.25,1.65,14.61,4.89,28.78,11.84,7.44,5.71,0.72
Total,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
MN-17-11 - Liberation analysis #1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quartz,----,17.60,13.93,28.49,7.70,10.70,0.25,11.30,12.88,7.81,33.79,7.31,4.41,5.05,14.86,4.45,0.00,4.83,0.07,0.00,35.22,12.63,5.45,0.00,13.15,0.00,5.75,15.94,1.82,28.55
Plagioclase,11.50,----,43.47,12.26,2.37,0.94,0.00,2.01,1.89,17.92,11.38,0.00,0.39,4.87,1.90,1.47,3.03,2.39,0.53,0.00,3.07,4.59,2.15,13.54,10.39,0.00,3.90,3.58,0.00,0.00
Orthoclase,6.56,31.54,----,3.41,1.48,0.01,0.00,0.59,0.72,1.68,0.00,2.85,2.41,0.43,1.43,0.54,0.00,0.70,0.00,0.00,0.16,0.73,0.55,4.88,1.76,0.00,0.72,1.94,0.00,0.00
Muscovite,5.43,8.25,0.73,----,2.92,2.35,0.00,0.00,0.19,0.03,0.00,0.00,0.11,0.58,0.92,0.28,0.00,0.10,0.00,0.00,0.00,0.60,0.00,0.00,0.90,0.00,0.51,6.18,15.35,0.00
Biotite,2.87,0.89,0.61,10.02,----,3.59,0.00,8.74,2.75,0.24,0.00,2.47,3.78,2.37,0.30,3.55,0.00,0.83,0.08,0.00,2.20,4.90,2.59,0.00,3.34,0.00,0.68,12.34,0.40,0.02
Chlorite,0.43,0.32,0.00,2.78,3.25,----,0.00,1.00,10.17,3.64,0.20,1.15,0.27,0.45,0.06,0.61,0.00,16.88,0.00,0.00,0.00,7.14,0.01,0.00,5.17,0.00,3.08,8.93,2.02,0.30
Apatite,0.02,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00,0.28,5.00,3.63,0.03,0.50,0.00,0.00,0.00,0.00,0.00,0.00,3.54,3.34,0.00,0.00,0.02,0.00,0.00,0.00
Pyroxene/Amphibole,1.28,0.09,0.04,0.00,1.30,0.01,0.00,----,0.04,0.00,0.00,0.00,0.44,1.35,0.52,0.32,0.00,0.00,0.00,0.00,0.00,2.67,0.00,0.00,0.42,0.00,0.19,0.16,1.01,0.45
Garnet,0.65,4.47,0.22,2.35,3.07,21.48,0.00,1.69,----,0.00,1.32,9.46,0.98,0.09,0.55,0.31,1.52,2.00,0.09,0.00,0.00,12.83,0.09,4.18,2.70,0.00,6.78,12.25,1.30,6.02
Epidote,0.11,0.40,0.05,0.10,0.45,0.03,0.00,0.00,0.00,----,0.00,0.00,0.00,0.05,0.02,0.11,9.09,0.07,0.00,0.00,0.00,0.00,0.96,0.00,0.08,0.00,0.34,0.06,0.00,11.54
Tourmaline,0.23,0.17,0.00,0.00,0.00,0.02,0.00,0.00,0.42,0.00,----,9.16,0.00,0.00,0.02,0.11,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,4.41,0.00,2.63,0.69,0.00,0.00
Other Silicates,0.05,0.00,0.08,0.00,0.03,0.81,0.01,0.00,0.09,0.00,6.42,----,0.26,0.00,0.01,0.17,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,3.17,0.00,1.90,0.08,0.00,0.00
Zircon,0.13,0.02,0.64,0.02,1.79,0.32,6.57,1.13,0.87,0.00,0.00,1.51,----,0.17,0.12,0.89,0.00,0.00,0.20,0.00,0.62,0.00,0.09,3.34,0.18,0.00,14.60,0.02,0.00,0.00
Titanite,0.66,0.57,0.49,0.58,3.82,0.04,0.05,18.61,0.02,0.02,0.00,0.00,0.03,----,11.83,4.43,0.00,0.00,2.18,0.00,0.00,0.00,0.03,0.00,2.14,0.00,1.46,0.04,9.09,0.28
Rutile,2.00,1.93,0.77,6.43,1.21,0.09,1.76,6.19,0.54,0.28,0.35,0.78,0.81,12.27,----,18.90,0.00,0.82,1.33,0.00,1.48,0.85,0.13,0.00,4.84,0.00,2.29,0.44,11.11,0.00
Ilmenite,10.86,9.66,5.58,11.76,47.20,7.41,4.01,35.45,3.89,0.85,12.15,43.26,8.59,35.51,54.21,----,27.27,38.99,46.45,25.20,39.29,19.33,15.35,4.69,32.91,82.22,23.34,14.15,18.50,0.28
Chromite,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.01,----,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Fe oxides,0.64,0.56,0.18,0.04,0.32,0.98,0.00,0.00,1.34,0.01,0.00,0.34,0.00,0.00,0.06,1.62,0.00,----,7.37,0.00,0.00,0.21,0.00,0.00,2.52,0.00,2.11,1.35,0.00,0.00
Other oxides,0.00,0.49,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.89,0.47,4.80,0.00,5.39,----,0.00,0.00,0.00,10.35,0.00,0.00,0.00,1.71,0.70,0.00,0.00
Sulfides,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00
Sulfates,0.12,0.12,0.01,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.11,0.00,0.04,0.43,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,2.01,0.00,0.37,2.41,0.00,13.01
Olivene,1.93,0.17,0.05,0.05,0.27,1.63,0.00,1.54,1.12,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.00,0.06,0.00,0.00,0.00,----,0.00,0.00,0.01,0.00,0.66,0.85,0.00,0.00
Other REE Minerals,0.04,0.42,0.08,0.00,0.38,0.00,8.88,0.00,0.59,4.24,0.00,0.00,0.09,0.01,0.03,0.27,0.00,0.00,0.53,0.00,0.00,0.00,----,0.00,0.15,0.00,2.74,0.00,0.00,0.00
Carbonates,0.00,0.03,0.01,0.00,0.00,0.00,2.52,0.00,0.47,0.00,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.01,0.00,0.02,0.00,0.00,0.00
Clay Minerals,1.80,1.99,0.34,9.92,10.01,3.39,0.00,4.47,1.35,0.16,9.60,3.67,0.52,1.19,3.68,1.19,0.00,1.23,0.00,0.00,0.59,0.66,0.05,2.59,----,0.00,0.39,4.28,15.15,0.00
Other Minerals,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00
Biotite-Ti,3.34,1.50,0.69,5.18,5.51,8.59,0.00,1.49,11.23,4.96,3.64,1.96,0.02,0.01,0.34,1.47,0.00,2.04,4.51,0.00,3.26,9.83,0.00,0.00,3.14,0.00,2.02,----,0.00,10.24
Clinochlore,0.01,0.00,0.00,2.98,0.01,0.21,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.05,0.18,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.02,0.00,----,0.00
Ankerite+clay,0.06,0.00,0.00,0.00,0.01,0.06,0.00,0.88,0.07,0.18,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,3.14,0.00,0.00,0.00,0.00,0.00,0.48,0.28,0.00,----
[Unclassified],4.31,6.21,1.27,1.01,1.37,13.89,4.82,2.27,19.09,5.37,20.10,13.37,36.24,5.68,2.02,3.99,0.00,7.89,15.44,5.67,7.25,18.89,46.47,0.75,1.24,0.00,----,2.86,20.20,29.06
Free particles,44.97,12.56,30.77,2.61,5.27,23.45,71.14,2.53,30.28,52.53,0.99,2.45,35.38,25.31,6.37,49.36,59.09,15.71,21.24,69.13,3.66,4.14,12.20,62.69,5.21,17.78,21.20,10.48,4.04,0.25
Total,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
